date,observed,trend,seasonal,resid
2020-04-20,47671.51000000001,53788.51714285714,43850.4095355246,-49967.416678381735
2020-04-21,41784.81,59814.08,38414.599230450534,-56443.86923045054
2020-04-22,47011.04000000001,59814.08,41795.18525610053,-54598.22525610052
2020-04-23,240052.26000000004,59814.08,67658.82526623465,112579.3547337654
2020-04-24,42178.94000000002,54112.39000000001,20801.18047695594,-32734.63047695593
2020-04-25,0.0,48143.13142857143,-111542.93456672598,63399.803138154544
2020-04-26,0.0,67978.31428571427,-100977.26519854026,32998.950912825996
2020-04-27,7759.68,39048.13714285713,43850.4095355246,-75138.86667838173
2020-04-28,0.0,33022.57428571427,38414.599230450534,-71437.1735161648
2020-04-29,185857.3199999999,39610.205714285694,41795.18525610053,104451.92902961368
2020-04-30,37541.020000000004,39610.205714285694,67658.82526623465,-69728.01098052034
2020-05-01,0.0,69572.10285714283,20801.18047695594,-90373.28333409877
2020-05-02,46113.420000000006,146813.24571428567,-111542.93456672598,10843.108852440317
2020-05-03,0.0,129319.56142857141,-100977.26519854026,-28342.29623003115
2020-05-04,217492.96000000002,152082.24285714285,43850.4095355246,21560.307607332572
2020-05-05,540687.9999999999,158689.0914285714,38414.599230450534,343584.309340978
2020-05-06,63401.53000000002,152101.45999999996,41795.18525610053,-130495.11525610046
2020-05-07,196879.79,152101.45999999996,67658.82526623465,-22880.495266234604
2020-05-08,46247.939999999995,128310.69999999998,20801.18047695594,-102863.94047695592
2020-05-09,0.0,57231.32,-111542.93456672598,54311.61456672598
2020-05-10,0.0,60745.171428571426,-100977.26519854026,40232.09376996884
2020-05-11,50957.64,35140.08999999999,43850.4095355246,-28032.859535524593
2020-05-12,43132.33999999999,44400.99142857141,38414.599230450534,-39683.25065902196
2020-05-13,87998.49,44400.99142857141,41795.18525610053,1802.313315328065
2020-05-14,17644.22,44400.99142857141,67658.82526623465,-94415.59669480607
2020-05-15,111074.2499999999,37665.80714285713,20801.18047695594,52607.26238018683
2020-05-16,0.0,44682.68714285713,-111542.93456672598,66860.24742386884
