id,create_uid,code,create_date,reconcile,deprecated,company_id,write_uid,currency_id,note,internal_type,write_date,user_type_id,last_time_entries_checked,name,wtaxf
498,1,1.1.3.12.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,5,,Provisión impuesto a las ganancias,
499,1,1.1.3.13.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,5,,IVA Saldo Libre Disponibilidad,
500,1,1.1.3.14.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,5,,Percepciones de IVA,
501,1,1.1.4.01.000,3/8/18 20:34,FALSE,FALSE,1,6,,,other,2/12/19 18:10,5,,Productos Intermedios,
502,1,1.1.4.03.000,3/8/18 20:34,FALSE,FALSE,1,6,,,other,1/14/19 18:17,5,,Productos Terminados,
504,1,1.1.5.01.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,8/6/18 18:20,5,,Otros Créditos / Anticipos a Proveedores,
505,1,1.1.5.02.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,8/6/18 18:20,5,,Otros Créditos / Anticipo al Personal,
507,1,1.1.5.04.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,8/6/18 18:20,5,,Otros Créditos / Accionistas - Socios,
508,1,1.2.1.01.001,3/8/18 20:34,FALSE,FALSE,1,7,,,other,3/5/20 20:58,6,,Amort.Acum. Muebles y útiles,
509,1,1.2.1.02.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,6,,Rodados,
510,1,1.2.1.02.001,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,6,,Amort.Acum. Rodados,
511,1,1.2.1.03.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,6,,Instalaciones,
512,1,1.2.1.03.001,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,6,,Amort.Acum. Instalaciones,
513,1,1.2.1.04.001,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,6,,Amort.Acum. Edificios,
